old_path,new_path,relationship,recommended_action,scientific_importance,validation_status,migration_priority
PHASE13_FIGURE_MANIFEST.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_FINAL_CLAIM_MATRIX.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_FINAL_SCIENTIFIC_REPORT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_FINAL_SCIENTIFIC_VERDICT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_HARDWARE_CALIBRATION_ANALYSIS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_HARDWARE_EXECUTION_GUIDE.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_HARDWARE_JOBS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_HARDWARE_LIMITATIONS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_HARDWARE_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_IDEAL_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_NOISY_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_PHASE12_FREEZE.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_QSVT_HARDWARE_ANALYSIS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_QSVT_HARDWARE_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_REAL_QPU_RESULTS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_RESOURCE_ANALYSIS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_SHOT_SCALING.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE13_STATISTICAL_ANALYSIS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_2X2_QUBLM_HARDWARE_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_4X2_HARDWARE_ANALYSIS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_4X2_HARDWARE_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_AUTHENTICATION_STATUS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_BACKEND_METADATA.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_BACKEND_SELECTION.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_CALIBRATION_ERROR_ANALYSIS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_COLLISION_HARDWARE_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_COMPLETE_HARDWARE_INVENTORY.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_COMPLETE_HARDWARE_INVENTORY.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_FIGURE_MANIFEST.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_FINAL_CLAIM_MATRIX.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_FINAL_HARDWARE_REPORT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_FINAL_SCIENTIFIC_VERDICT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_MASTER_HARDWARE_COMPARISON.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_MASTER_HARDWARE_COMPARISON.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_PHASE13_FREEZE.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_QSVT_HARDWARE_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_REAL_HARDWARE_ERROR_MITIGATION.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_REAL_QPU_JOBS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_RESOURCE_SCALING.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_SHOT_SCALING.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_SHOT_SCALING.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE14_STREAMING_HARDWARE_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_AUTHENTICATION_STATUS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_BACKEND_DISCOVERY.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_BACKEND_METADATA.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_BACKEND_SELECTION.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_CALIBRATION_DATA.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_COMPLETE_CIRCUIT_INVENTORY.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_COMPLETE_CIRCUIT_INVENTORY.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_DENSE_VS_STRUCTURED.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_ERROR_MITIGATION.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_EXPERIMENTAL_METHODS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_FIGURE_MANIFEST.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_FINAL_CLAIM_MATRIX.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_FINAL_SCIENTIFIC_REPORT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_FINAL_SCIENTIFIC_VERDICT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_HARDWARE_LIMITATIONS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_MULTISTEP_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_PHASE14_FREEZE.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_RAW_HARDWARE_DATA_INDEX.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_REAL_QPU_REPRODUCTION_GUIDE.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_REAL_QPU_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_REAL_QPU_RESULTS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_SCALING_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE15_STATISTICAL_RESULTS.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE5_FINAL_CLAIM_MATRIX.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE5_FINAL_SCIENTIFIC_REPORT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE5_MULTISTEP_FINAL.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE5_MULTISTEP_FINAL.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE5_OBSERVABLE_DEFINITIONS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE5_QUANTUM_SURROGATE_SPECIFICATION.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE5_RESOURCE_SCALING.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE5_SCOPE_CORRECTION.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE6_BASELINE_AUDIT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE6_CARLEMAN_TIME_ERROR.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE6_CARLEMAN_TIME_ERROR.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE6_CIRCUIT_RESOURCES.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
PHASE6_CIRCUIT_RESOURCE_ANALYSIS.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
